,word,ort,pho,wf,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14,img,wn_idx
159,beards,__beards__,__birdz___,20.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,44.0,4.198262682418339,166
160,bears,__bears___,__bErz____,740.0,93.0,52.0,37.0,30.0,23.0,24.0,25.0,23.0,28.0,28.0,24.0,25.0,12.0,608.0,4.198262682418339,167
161,beast,__beast___,__bist____,96.0,26.0,13.0,12.0,11.0,14.0,13.0,14.0,13.0,12.0,13.0,13.0,9.0,2.0,325.0,5.6,168
162,beasts,__beasts__,__bists___,42.0,3.0,3.0,10.0,11.0,13.0,12.0,13.0,13.0,11.0,11.0,10.0,9.0,3.0,268.0,4.198262682418339,169
163,beat,__beat____,__bit_____,657.5,65.0,85.0,84.0,76.0,62.0,52.0,52.0,46.0,41.0,40.0,38.0,27.0,13.0,1032.0,3.4,170
164,beat,__beat____,__bit_____,657.5,65.0,85.0,84.0,76.0,62.0,52.0,52.0,46.0,41.0,40.0,38.0,27.0,13.0,1032.0,3.4,171
165,beats,__beats___,__bits____,117.0,0.0,5.0,7.0,7.0,9.0,7.0,8.0,7.0,7.0,4.0,5.0,3.0,1.0,164.0,4.198262682418339,172
166,beau,__beau____,__bo______,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.1,173
167,beaus,__beaus___,__boz_____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,174
168,beck,__be_ck___,__bEk_____,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,175
169,becks,__be_cks__,__bEks____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,176
170,bed,__be_d____,__bEd_____,665.0,675.0,405.0,316.0,272.0,221.0,195.0,187.0,168.0,144.0,108.0,91.0,66.0,23.0,3782.0,6.6,177
171,beds,__be_ds___,__bEdz____,300.0,24.0,15.0,16.0,16.0,27.0,27.0,31.0,28.0,28.0,23.0,22.0,19.0,9.0,427.0,4.198262682418339,178
172,bee,__bee_____,__bi______,191.0,55.0,54.0,30.0,21.0,10.0,6.0,7.0,8.0,6.0,6.0,6.0,5.0,1.0,338.0,6.9,179
173,beech,__beech___,__biC_____,184.0,0.0,0.0,1.0,1.0,5.0,6.0,6.0,4.0,3.0,1.0,1.0,1.0,0.0,70.0,3.4,180
174,beef,__beef____,__bif_____,1327.0,0.0,6.0,8.0,10.0,16.0,14.0,14.0,13.0,13.0,11.0,11.0,15.0,13.0,312.0,6.5,181
175,beefs,__beefs___,__bifs____,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,182
176,beep,__beep____,__bip_____,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.198262682418339,183
177,beeps,__beeps___,__bips____,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.198262682418339,184
178,beer,__beer____,__bir_____,1618.0,0.0,10.0,10.0,11.0,11.0,10.0,10.0,9.0,11.0,11.0,12.0,11.0,8.0,289.0,6.1,185
179,beers,__beers___,__birz____,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.198262682418339,186
180,bees,__bees____,__biz_____,110.0,51.0,54.0,29.0,23.0,18.0,17.0,15.0,14.0,12.0,11.0,9.0,8.0,6.0,501.0,4.198262682418339,187
181,beet,__beet____,__bit_____,111.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,34.0,4.8,188
182,beets,__beets___,__bits____,39.0,6.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,1.0,0.0,70.0,4.198262682418339,189
183,beg,__be_g____,__bEg_____,67.0,5.0,9.0,15.0,15.0,12.0,12.0,11.0,9.0,9.0,6.0,4.0,2.0,0.0,197.0,3.7,190
184,begged,__be_gged_,__bEgd____,51.0,20.0,29.0,24.0,22.0,15.0,10.0,10.0,8.0,7.0,5.0,4.0,3.0,0.0,299.0,4.198262682418339,191
185,begs,__be_gs___,__bEgz____,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.198262682418339,192
186,beige,__beige___,__beZ_____,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.3,193
187,belch,__be_lch__,__bElC____,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.6,194
188,bell,__be_ll___,__bEl_____,4691.0,248.0,108.0,80.0,67.0,50.0,45.0,44.0,48.0,49.0,42.0,40.0,31.0,13.0,1138.0,6.6,195
189,belle,__be_lle__,__bEl_____,52.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,3.9,196
190,belles,__be_lles_,__bElz____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,197
191,bells,__be_lls__,__bElz____,476.0,8.0,16.0,21.0,22.0,16.0,14.0,12.0,11.0,12.0,7.0,7.0,5.0,2.0,338.0,4.198262682418339,198
192,belt,__be_lt___,__bElt____,987.0,38.0,33.0,31.0,34.0,42.0,40.0,37.0,37.0,33.0,27.0,27.0,27.0,12.0,601.0,6.5,199
193,belts,__be_lts__,__bElts___,314.0,7.0,3.0,2.0,5.0,9.0,9.0,9.0,11.0,11.0,13.0,15.0,14.0,5.0,188.0,4.198262682418339,200
194,bench,__be_nch__,__bEnC____,382.0,55.0,30.0,29.0,30.0,28.0,22.0,18.0,17.0,15.0,13.0,13.0,10.0,4.0,497.0,6.5,202
195,bend,__be_nd___,__bEnd____,320.0,22.0,35.0,29.0,27.0,24.0,23.0,20.0,18.0,17.0,14.0,15.0,15.0,5.0,472.0,3.9,203
196,bends,__be_nds__,__bEndz___,19.0,0.0,5.0,4.0,6.0,6.0,7.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,138.0,4.198262682418339,204
197,bent,__be_nt___,__bEnt____,299.0,51.0,48.0,56.0,63.0,53.0,46.0,43.0,40.0,41.0,39.0,36.0,26.0,11.0,828.0,4.7,205
198,berg,__be_rg___,__b^rg____,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.198262682418339,206
199,bergs,__be_rgs__,__b^rgz___,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,207
200,berth,__be_rth__,__b^rT____,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,208
201,berths,__be_rths_,__b^rTs___,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.198262682418339,209
202,best,__be_st___,__bEst____,11512.0,395.0,372.0,339.0,335.0,327.0,336.0,327.0,325.0,318.0,325.0,325.0,329.0,273.0,5981.0,2.7,210
203,bet,__be_t____,__bEt_____,506.0,99.0,75.0,44.0,32.0,18.0,11.0,8.0,6.0,5.0,3.0,4.0,3.0,1.0,504.0,3.1,211
204,bet,__be_t____,__bEt_____,506.0,99.0,75.0,44.0,32.0,18.0,11.0,8.0,6.0,5.0,3.0,4.0,3.0,1.0,504.0,3.1,212
205,bets,__be_ts___,__bEts____,350.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.198262682418339,213
206,bey,__bey_____,__be______,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.198262682418339,214
207,bib,__bi_b____,__bIb_____,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.9,215
208,bibs,__bi_bs___,__bIbz____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.198262682418339,216
209,bid,__bi_d____,__bId_____,20125.0,0.0,1.0,2.0,2.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,117.0,3.4,217
210,bide,__bi_de___,__bAd_____,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,218
211,bids,__bi_ds___,__bIdz____,3349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.198262682418339,219
212,bier,__bier____,__bir_____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.198262682418339,220
213,biers,__biers___,__birz____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,221
214,biff,__bi_ff___,__bIf_____,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.198262682418339,222
215,big,__bi_g____,__bIg_____,28257.0,2826.0,1342.0,969.0,831.0,599.0,498.0,435.0,391.0,342.0,262.0,224.0,169.0,85.0,10359.0,4.5,223
216,bike,__bi_ke___,__bAk_____,153.0,173.0,87.0,59.0,49.0,32.0,25.0,23.0,21.0,17.0,11.0,8.0,4.0,1.0,675.0,6.8,226
217,bikes,__bi_kes__,__bAks____,92.0,24.0,19.0,9.0,10.0,8.0,7.0,5.0,5.0,4.0,2.0,2.0,2.0,0.0,162.0,4.198262682418339,227
218,bile,__bi_le___,__bAl_____,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,75.0,3.6,228
219,biles,__bi_les__,__bAlz____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,229
220,bilge,__bi_lge__,__bIlJ____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.7,230
221,bilk,__bi_lk___,__bIlk____,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,231
222,bilked,__bi_lked_,__bIlkt___,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,232
223,bilks,__bi_lks__,__bIlks___,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,233
224,bill,__bi_ll___,__bIl_____,14420.0,442.0,263.0,117.0,82.0,72.0,78.0,72.0,75.0,64.0,65.0,60.0,58.0,68.0,2167.0,5.4,234
225,bills,__bi_lls__,__bIlz____,5647.0,29.0,25.0,13.0,19.0,13.0,11.0,12.0,14.0,17.0,17.0,20.0,21.0,29.0,483.0,4.198262682418339,235
226,bin,__bi_n____,__bIn_____,55.0,1.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,59.0,5.1,236
227,bind,__bi_nd___,__bAnd____,217.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,8.0,10.0,122.0,3.1,237
228,binds,__bi_nds__,__bAndz___,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,29.0,4.198262682418339,238
229,binge,__bi_nge__,__bInJ____,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.9,240
230,bins,__bi_ns___,__bInz____,49.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,41.0,4.198262682418339,241
231,birch,__bi_rch__,__b^rC____,104.0,0.0,2.0,5.0,5.0,6.0,6.0,8.0,10.0,10.0,10.0,9.0,8.0,3.0,174.0,4.1,242
232,bird,__bi_rd___,__b^rd____,469.0,540.0,167.0,118.0,103.0,87.0,91.0,85.0,91.0,88.0,75.0,64.0,50.0,10.0,1962.0,6.4,243
233,birds,__bi_rds__,__b^rdz___,358.0,295.0,183.0,149.0,135.0,120.0,123.0,122.0,127.0,132.0,123.0,117.0,103.0,33.0,2704.0,4.198262682418339,244
234,birth,__bi_rth__,__b^rT____,993.0,0.0,6.0,13.0,16.0,32.0,41.0,44.0,45.0,49.0,56.0,60.0,65.0,85.0,954.0,5.1,245
235,births,__bi_rths_,__b^rTs___,179.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,67.0,4.198262682418339,246
236,bisque,__bi_sque_,__bIsk____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.198262682418339,247
237,bit,__bi_t____,__bIt_____,3372.0,117.0,139.0,143.0,152.0,135.0,122.0,110.0,102.0,94.0,77.0,65.0,51.0,23.0,1923.0,3.6,248
238,bitch,__bi_tch__,__bItC____,34.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,36.0,5.4,249
239,bite,__bi_te___,__bAt_____,399.0,54.0,46.0,43.0,37.0,26.0,22.0,20.0,18.0,17.0,11.0,11.0,9.0,4.0,461.0,5.2,250
240,bits,__bi_ts___,__bIts____,286.0,26.0,31.0,33.0,30.0,33.0,35.0,36.0,34.0,35.0,29.0,29.0,25.0,12.0,653.0,4.198262682418339,251
241,biz,__bi_z____,__bIz_____,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,252
242,blab,_bla_b____,_bl@b_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.9,253
243,blabbed,_bla_bbed_,_bl@bd____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.198262682418339,254
244,blabs,_bla_bs___,_bl@bz____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,255
245,black,_bla_ck___,_bl@k_____,9765.0,261.0,293.0,309.0,323.0,375.0,348.0,365.0,357.0,357.0,317.0,293.0,267.0,208.0,6168.0,6.4,256
246,blade,_bla_de___,_bled_____,118.0,7.0,6.0,9.0,13.0,13.0,14.0,15.0,15.0,16.0,15.0,15.0,13.0,6.0,409.0,5.8,257
247,blades,_bla_des__,_bledz____,185.0,0.0,3.0,6.0,6.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,10.0,2.0,198.0,4.198262682418339,258
248,blah,_blah_____,_bla______,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.2,259
249,blame,_bla_me___,_blem_____,1432.0,8.0,16.0,15.0,16.0,13.0,11.0,10.0,10.0,12.0,12.0,14.0,16.0,13.0,304.0,2.7,260
250,blamed,_bla_med__,_blemd____,1463.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,7.0,7.0,9.0,8.0,129.0,4.198262682418339,261
251,blames,_bla_mes__,_blemz____,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.198262682418339,262
252,blanch,_bla_nch__,_bl@nC____,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.9,263
253,blanched,_bla_nched,_bl@nCt___,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.198262682418339,264
254,bland,_bla_nd___,_bl@nd____,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,50.0,2.3,265
255,blank,_bla_nk___,_bl@nk____,250.0,0.0,7.0,10.0,10.0,13.0,12.0,12.0,11.0,14.0,16.0,18.0,18.0,7.0,319.0,3.7,266
256,blare,_bla_re___,_blEr_____,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.9,267
257,blared,_bla_red__,_blErd____,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.198262682418339,268
258,blares,_bla_res__,_blErz____,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,269
259,blast,_bla_st___,_bl@st____,276.0,2.0,11.0,13.0,13.0,13.0,12.0,12.0,11.0,10.0,10.0,10.0,7.0,3.0,225.0,4.8,270
260,blasts,_bla_sts__,_bl@sts___,66.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,31.0,4.198262682418339,271
261,blaze,_bla_ze___,_blez_____,75.0,0.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,0.0,106.0,4.9,272
262,blazed,_bla_zed__,_blezd____,9.0,0.0,1.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,1.0,0.0,80.0,4.198262682418339,273
263,bleach,_bleach___,_bliC_____,61.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,37.0,5.7,274
264,bleached,_bleached_,_bliCt____,47.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,39.0,4.198262682418339,275
265,bleak,_bleak____,_blik_____,276.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,79.0,2.8,276
266,bleat,_bleat____,_blit_____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.1,277
267,bleats,_bleats___,_blits____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.198262682418339,278
268,bled,_ble_d____,_blEd_____,32.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,34.0,4.1,279
269,bleed,_bleed____,_blid_____,40.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,55.0,5.7,280
270,bleeds,_bleeds___,_blidz____,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.198262682418339,281
271,bleep,_bleep____,_blip_____,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,282
272,bleeps,_bleeps___,_blips____,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,283
273,blend,_ble_nd___,_blEnd____,268.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,4.0,5.0,6.0,7.0,9.0,118.0,4.2,285
274,blends,_ble_nds__,_blEndz___,61.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,39.0,4.198262682418339,286
275,bless,_ble_ss___,_blEs_____,42.0,1.0,2.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,0.0,97.0,2.9,287
276,blessed,_ble_ssed_,_blEst____,91.0,0.0,2.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,2.0,150.0,4.198262682418339,288
277,blew,_blew_____,_blu______,222.0,149.0,76.0,52.0,47.0,35.0,32.0,28.0,26.0,21.0,17.0,15.0,11.0,3.0,730.0,3.9,289
278,blight,_bli_ght__,_blAt_____,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0,2.2,290
279,blights,_bli_ghts_,_blAts____,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.198262682418339,291
280,blimp,_bli_mp___,_blImp____,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.6,292
281,blimps,_bli_mps__,_blImps___,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.198262682418339,293
282,blind,_bli_nd___,_blAnd____,550.0,19.0,35.0,36.0,34.0,34.0,37.0,38.0,36.0,30.0,32.0,32.0,28.0,27.0,680.0,4.4,294
283,blink,_bli_nk___,_blInk____,53.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,80.0,5.5,295
284,blinked,_bli_nked_,_blInkt___,23.0,6.0,12.0,12.0,11.0,8.0,7.0,6.0,5.0,4.0,2.0,2.0,0.0,0.0,162.0,4.198262682418339,296
285,blinks,_bli_nks__,_blInks___,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.198262682418339,297
286,blip,_bli_p____,_blIp_____,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.198262682418339,298
287,blips,_bli_ps___,_blIps____,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,299
288,bliss,_bli_ss___,_blIs_____,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.1,300
289,blithe,_bli_the__,_blAT_____,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.6,301
290,blitz,_bli_tz___,_blIts____,176.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,3.4,302
291,bloat,_bloat____,_blot_____,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.7,303
292,bloats,_bloats___,_blots____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,304
293,blob,_blo_b____,_blab_____,16.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,27.0,4.4,305
294,blobs,_blo_bs___,_blabz____,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.198262682418339,306
295,bloc,_blo_c____,_blak_____,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.198262682418339,307
296,block,_blo_ck___,_blak_____,4366.0,87.0,65.0,59.0,59.0,41.0,50.0,48.0,54.0,56.0,63.0,56.0,55.0,38.0,1240.0,5.7,308
297,blocks,_blo_cks__,_blaks____,919.0,45.0,36.0,39.0,38.0,37.0,37.0,41.0,43.0,42.0,41.0,42.0,44.0,29.0,794.0,4.198262682418339,309
298,blocs,_blo_cs___,_blaks____,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.198262682418339,310
299,bloke,_blo_ke___,_blok_____,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.4,311
300,blokes,_blo_kes__,_bloks____,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,312
301,blond,_blo_nd___,_bland____,168.0,0.0,7.0,9.0,9.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,138.0,4.198262682418339,313
302,blonde,_blo_nde__,_bland____,76.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,51.0,6.3,314
303,blood,_blood____,_bl^d_____,2656.0,34.0,63.0,75.0,82.0,128.0,143.0,169.0,171.0,187.0,236.0,251.0,240.0,210.0,4274.0,6.4,315
304,bloods,_bloods___,_bl^dz____,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.198262682418339,316
305,bloom,_bloom____,_blum_____,344.0,5.0,4.0,6.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,2.0,163.0,5.0,317
306,bloomed,_bloomed__,_blumd____,10.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,34.0,4.198262682418339,318
307,blooms,_blooms___,_blumz____,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.198262682418339,319
308,blot,_blo_t____,_blat_____,41.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,33.0,4.0,320
309,blotch,_blo_tch__,_blatC____,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.2,321
310,blots,_blo_ts___,_blats____,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.198262682418339,322
311,blouse,_blouse___,_blWs_____,22.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,79.0,6.4,323
312,blow,_blow_____,_blo______,1174.0,110.0,61.0,49.0,48.0,57.0,58.0,60.0,56.0,53.0,43.0,41.0,31.0,13.0,935.0,4.2,324
313,blows,_blows____,_bloz_____,167.0,11.0,15.0,16.0,16.0,20.0,18.0,18.0,18.0,18.0,14.0,14.0,11.0,5.0,317.0,4.198262682418339,325
314,blue,_blue_____,_blu______,4164.0,369.0,202.0,216.0,198.0,197.0,185.0,184.0,180.0,178.0,151.0,127.0,91.0,38.0,3152.0,6.1,326
315,blues,_blues____,_bluz_____,263.0,1.0,1.0,3.0,2.0,4.0,5.0,5.0,5.0,6.0,4.0,5.0,2.0,1.0,107.0,4.198262682418339,327
316,bluff,_blu_ff___,_bl^f_____,89.0,0.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,76.0,3.7,328
317,bluffs,_blu_ffs__,_bl^fs____,16.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,4.198262682418339,329
318,blunt,_blu_nt___,_bl^nt____,402.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,78.0,4.3,330
